Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
21-Jan-32,"Northwest Airways",?,"Stinson SM-2A","Colvin Park, Ilinois",1,1,0
29-Jan-32,"Century Pacific Lines",?,"Stinson SM-6000B","Lebec, California",8,8,0
01-Feb-32,"Bimini Airways",?,"Fairchild","Off Miami, Florida",5,5,0
02-Feb-32,"Transamerican Airlines",?,"Stearman C-3MB","Marcellus, Michigan",1,1,0
02-Feb-32,"Boeing Air Transport",NC7470,"Boeing 40","Rio Vista, California",2,1,0
27-Feb-32,"Aeropostale",F-AJOX,"Latecoere 28","Off Setiba, Brazil",3,3,0
08-Mar-32,"Century Air Lines",?,"Stinson SM-6000B","Saint Louis, Illinois",5,2,0
19-Mar-32,"American Airways",NC-652E,"Fokker F-10A","Calimesa, California",7,7,0
21-Mar-32,"Trans Continental and Western Air",?,"Northrop Alpha","Steubenville, Ohio",1,1,0
29-Mar-32,"Air Orient",F-AJDP F-AJDP,"Farman F-190","Syria",3,3,0
31-Mar-32,"National Air Transport",NC191E,"Boeing 95","Bedford, Ohio",1,1,0
21-Apr-32,"Transamerica Airlines",?,"Stearman C-3MB","Fort Wayne, Indiana",1,1,0
03-May-32,"Varney Air Lines",NC830M,"Boeing 40","Portland, Oregon",2,2,0
16-May-32,"Pacific Air Transport",NC5589,"Boeing 40","Burbank, California",3,3,0
16-Jul-32,"Panagra",NC403H,"Ford 5-AT-C Tri Motor","Mount El Plomo, near Vitacura, Chile",9,9,0
12-Aug-32,"Air Orient",F-AIQY,"CAMS 53","Beyrouth, Lebanon",7,1,0
30-Aug-32,"A B Aerotransport",SE-AAE,"Junkers G-23","Tubergen, Germany",2,2,0
08-Sep-32,"American Airways",NC9716,"Fokker F-10","Salt Flats, Texas",4,3,0
17-Sep-32,"Air Union",F-AIFE,"Liore-et-Olivier 213","Selsdon Park, England",2,1,0
18-Sep-32,"New England Airways",VH-UPM,"De Havilland DH-80","Byron Bay, Australia",3,3,0
12-Oct-32,"Aeropostale",?,"Latecoere 28","Port Etienne, Mauritania",1,1,0
26-Oct-32,"Lloyd Aero Boliviano",?,"Ford Tri-motor 5","Villa Monte, Bolivia",2,2,0
29-Oct-32,"Deutsche Lufthansa",?,"Junkers W-33","Ramsgate, England",2,2,0
02-Nov-32,"Deutsche Lufthansa",D-724,"Junkers F-13","Echterpfuhl, Germany",5,5,0
25-Nov-32,"Hunter Airways",?,"Travel Air 6000","Marianna, Arkansas",2,2,0
14-Dec-32,"Boeing Air Transport",NC842M,"Boeing 40","Rocky Ridge, Colorado",1,1,0
14-Dec-32,"Trans Continental and Western Air",NC9650,"Ford 5","Amarillo, Texas",2,2,0
26-Dec-32,"Guinea Airways",VH-UMJ,"De Havilland DH-60","Wau, Australia",2,2,0
10-Jan-33,"Aeropostale",F-AISV,"CAMS 53","Algiers",1,1,0
14-Jan-33,"Eastern Air Transport",NC185H,"Curtiss Condor 18","Newark, New Jersey",2,2,0
20-Jan-33,"American Airways",N490W,"Stearman 4","Marietta, Georgia",1,1,0
20-Jan-33,"American Airways",NC11721,"Stearman 4","Bourne, Texas",1,1,0
24-Jan-33,"Pacific Air Transport",NC431H,"Ford 5-AT-D","Eugene, Oregon",3,1,0
11-Mar-33,"Pan American Grace Airways",NC9723,"Fairchild FC-2W","Near Mendoza, Argentina",2,2,0
25-Mar-33,"Varney Airlines",NC12226,"Lockheed Orion 9","Hayward, California",3,3,11
28-Mar-33,"Imperial Airways",G-AACI,"Armstrong Whitworth Argosy II","Near Dixmude, Belgium",15,15,0
03-Apr-33,"Deutsche Lufthansa",D-534,"Junkers F-13","Hemkenrode, Germany",2,1,0
04-Apr-33,"Military - U.S. Navy",ZRS-4,"Goodyear-Zeppelin U.S.S. Akron (airship)","Off Barnegat, New Jersey",76,73,0
23-Apr-33,"Air Orient",F-ALCE,"Cams 53-1","Near Castrovillari, Calabria, Italy",8,5,0
29-Apr-33,"Eurasia",D-4,"Junkers W-34","Traunstein, Germany",4,4,0
09-May-33,"Aeropostale - La Tecoere Company",F-AJIX,"Latecoere 28-1","Near Viladrau, Spain",6,6,0
02-Jun-33,"Eastern Air Transport",?,"Pitcairns PA-6","Bowling Green, Virginia",1,1,0
11-Jun-33,"Palwaukee",NC-141M,"Sikorsky S-38B (flying boat)","Glenview, Illinois",9,9,0
18-Jul-33,"Societa Anonima Aero Expresso Italiana",I-AZEE,"CMASA Wal (flying boat)","Aegean Sea",6,6,0
29-Aug-33,"Trans Continental and Western Air",NC9607,"Ford 5-AT-B Tri Motor","Quay, New Mexico",5,5,0
12-Sep-33,"Aeroput",YU-SAH,"Farman F-306","Near Ljubljana, Yugoslavia",8,8,0
10-Oct-33,"United Air Lines",NC13304,"Boeing 247","Chesterton, Indiana",10,10,0
31-Oct-33,"Air France",F-AJMI,"Farman F-301","Etobon, France",2,2,0
09-Nov-33,"United Air Lines",NC13345,"Boeing 247","Portland, Oregon",9,4,
10-Nov-33,"Trans Continental and Western Air",NC12292,"Northrop Delta","Moriarty, New Mexico",1,1,0
20-Nov-33,"China National Aviation Corporation",?,"Stinson","Near Tsinan, China",8,8,
21-Nov-33,"Kalinin",?,"Kalinin K-7","Near Kharkov, Ukraine, USSR",20,14,0
24-Nov-33,"National Air Transport",NC13324,"Boeing 247","Wedron, Illinois",2,2,0
11-Dec-33,"Deutsche Lufthansa",D-1403,"Focke-Wulf A-17","Hamburg, Germany",10,6,0
14-Dec-33,"Union Airways",ZS-AEB,"Junkers W-34","Eshowe, South Africa",6,4,0
30-Dec-33,"Imperial Airways",G-ABLU,"Avro 10","Near Ruysselede, Belgium",10,10,0
15-Jan-34,"Air France",F-AMMY,"Dewoitine D-332","Corbigny, France",14,14,0
20-Jan-34,"Air France",F-AJKX,"Breguet 280T","Carombe, France",2,2,0
23-Feb-34,"Boeing Aircraft Company",NC13357,"Boeing 247","Near Salt Lake City, Utah",8,8,0
26-Feb-34,"Air France",F-AJPA,"Lat‚coŠre 28","Rio de Oro, Morocco",6,1,0
06-Mar-34,"American Airways",NC710Y,"Fairchild Pilgrim 100A","Petersburg, Illinois",4,4,0
10-Mar-34,"Pan American Airways (Scadta)",NC-9107,"Sikorsky S-38 Flying Boat","Pereira, Colombia",6,5,0
22-Mar-34,"Pan American Grace Airlines",NC407H,"Ford 5-AT-C Tri-Motor","Near Lima, Peru",15,3,0
10-Apr-34,"China National Aviation Corporation",NV17V,"Sikorsky S-38BB","Ningpo Bay, China",3,3,0
09-May-34,"Air France",F-AMPH,"Wibault 282T-12","English Channel",6,6,0
31-May-34,"Air France",F-AIVG,"Liore-et-Olivier 213","Croydon, England",2,2,0
09-Jun-34,"American Airways",NC12354,"Curtiss Condor T-32","Mongaup Mountain, New York",7,7,0
11-Jun-34,"Panagra",NC8417,"Ford 5-AT-C Tri-Motor","Junin, Argentina",10,5,0
22-Jun-34,"Deutsche Lufthansa",D-1445,"Dornier Merkur","Chausseehausen, Germany",7,1,0
23-Jun-34,"Aerevias Centrales Air Service",XA-BEJ,"Lockheed Orion","Burbank, California",1,1,0
09-Jul-34,"United Air Services",NC32E,"Lockheed Vega","San Bernardino, California",4,3,0
27-Jul-34,"Swissair",CH-170,"Curtiss AT-32C Condor","Near Tuttlingen, Germany",12,12,0
05-Aug-34,"Air France",F-AILK,"Latecoere 26","Bahia, Brazil",2,2,0
10-Aug-34,"China National Aviation Corporation",?,"Sikorsky S-38B","Ningbo, China",?,?,
31-Aug-34,"Rapid Air Transport",NC10809,"Stinson SM-6000B","Amazonia, Missouri",5,5,0
02-Oct-34,"Hillman Airways",G-ACPM,"de havilland 89 Dragon Rapide","English Channel",7,7,0
03-Oct-34,"Qantas",VH-UHE,"de Havilland DH-50A","Near Winton, Australia",3,3,0
19-Oct-34,"Holyman Airways",VH-URN,"de Havilland DH-86","Bass Strait, Australia",11,11,0
02-Nov-34,"Holdens Air Transport Service",VH-UHW,"De Havilland DH-61","Kiapit, Australia",4,2,0
15-Nov-34,"Qantas",VH-USG,"de Havilland DH-86","Near Longreach, Australia",4,4,0
15-Nov-34,"Rapid Air Transport",NC10809,"Stinson SM-6000-B","Amazonia, Montana",2,2,0
07-Dec-34,"Deutsche Lufthansa",D-OMAS,"Junkers F-13","Salchau, Germany",3,3,0
08-Dec-34,"Braniff Airlines",NC106W,"Lockheed Vega 5C","Columbia, Missouri",1,1,0
10-Dec-34,"Cubana de Aviacion",NM-7,"Ford 4-AT-E Tri-motor","Palma Soriano, Cuba",8,4,0
20-Dec-34,"KLM Royal Dutch Airlines",PH-AJU,"Douglas DC-2-115A","Rutbah Wells, Syria",7,7,0
22-Dec-34,"American Airlines",NC12286,"Lockheed Orion 9D","Sunbright, Tennessee",1,1,0
08-Jan-35,"Indian Air Force",?,"Wapiti","Near Karachi, Pakistan",2,0,15
26-Jan-35,"Trans Continental and Western Air",NC13212,"Consolidated Fleetster","Pittsburgh, Pennsylvania",1,1,0
31-Jan-35,"Deruluft",D-AREN,"Junkers JU-52/3m","Stettin, Germany",11,11,0
07-Mar-35,"Deruluft",D-AJYP,"Rochrbach Roland","Schievelbein, Germany",?,3,0
15-Mar-35,"Misrair",SU-ABI,"de Havilland Dragon 1","El Arish, Egypt",6,3,0
29-Mar-35,"Deutsche Lufthansa",D-OHIL,"Junkers F-13","Off Samland, Germany",5,5,0
01-Apr-35,"Air France",F-ALHQ,"Farman F-300","Beauvais, France",3,1,0
06-Apr-35,"KLM Royal Dutch Airlines",PH-AFL,"Fokker F-12","Brilon, Germany",7,7,0
01-May-35,"Varney Air Lines",NC891E,"Lockheed Vega","Near Walsenberg, Colorado",1,1,0
06-May-35,"Trans Continental and Western Air",NC13785,"Douglas DC-2-112","Atlanta, Missouri",14,5,0
18-May-35,"Knowles Flying Service of Detroit",WC-7864,"Ford model 4-AT-E","Flint, Michigan",12,3,0
18-May-35,"Gor'ky Eskadril'ya",CCCP-I20,"Tupolev ANT-20 / I-5","Near Moscow, Russia",50,50,2
27-May-35,"Wyoming Air Service",NC725W,"Boeing 221","Glendo, Wyoming",1,1,0
28-May-35,"Chicago and Southern Airlines",NC10894,"Stinson SM6000B Tri-motor","Maywood, Illinois",2,2,0
29-May-35,"?",?,"?","San Barbra, Honduras",9,6,0
24-Jun-35,"Servicio Aereo Columbiano / SCADTA",C-31 / F-31,"Ford Tri-Motor / Ford Tri-Motor","Medellin, Colombia",20,17,0
14-Jul-35,"KLM Royal Dutch Airlines",PH-AJQ,"Fokker F-XXII","Amsterdam, Netherlands",20,6,0
19-Jul-35,"Wedell-Williams Air Service Corporation",NC-492K,"General 102-E","Off Chandeleur Island, Mississippi",2,2,0
20-Jul-35,"KLM Royal Dutch Airlines",PH-AKG,"Douglas DC-2","Pian Giacomo, Switzerland",13,13,0
13-Aug-35,"China National Aviation Corporation",NV40V,"Sikorsky S-38B","Hangow, China",?,?,
14-Aug-35,"Delta Air Lines",NC14599,"Stinson Model A","Near Gilmer, Texas",4,4,0
15-Aug-35,"Aero Mayflower Transit Co",NC14140,"Waco, model YLC","Near Glendo, Wyoming",3,3,0
15-Aug-35,"Private",NR12283,"Lockheed Orion 9E Explorer float plane","Walakpa, near Point Barrow, Alaska",2,2,0
01-Sep-35,"Western Air Express",NC13314,"Boeing 247","Burbank, California",3,3,0
13-Sep-35,"Panama Airways",?,"Ford Tri-Motor","Near Tambo, Panama",8,8,0
02-Oct-35,"Holyman Airways",VH-URT,"de Havilland DH-86","Off Finders Island, Victoria, Australia",5,5,0
07-Oct-35,"United Air Lines",NC13317,"Boeing 247D","Near Cheyenne, Wyoming",12,12,0
09-Oct-35,"Aero O-Y",OH-ALI,"Junkers F-13","Gulf of Finland",6,6,0
21-Oct-35,"Chamberlin Flying Service",NC725K,"Curtiss AT-32C Condor","Troy, New York",6,1,0
30-Oct-35,"United Air Lines",NC13323,"Boeing B-247-D","Cheyenne, Wyoming",4,4,0
02-Nov-35,"Air France",F-AJIQ,"Lat‚coŠre 28-1","Off Nhambupe, Brazil",4,4,0
09-Nov-35,"Braniff Airlines",NC980Y,"Lockheed Vega","Near Fort Worth, Texas",1,1,0
09-Nov-35,"TACA",?,"Ford Tri-Motor","Near Juticalpa, Honduras",14,14,0
11-Nov-35,"Air France",F-AJPB,"Latecoere 28","Istres, France",3,3,0
04-Dec-35,"Air Bleu",F-ANRK,"Caudron C-630 Simoun","Tours, France",2,1,0
10-Dec-35,"Sabena",OO-AGN,"Savoia-Marchetti SM73","Croydon, England",11,11,0
24-Dec-35,"Deutsche Lufthansa",D-UVOR,"Heinkel He-70","Breslau, Germany",3,3,0
31-Dec-35,"Imperial Airways",G-AASJ,"Short Calcutta","Off Alexandria, Egypt",13,12,0
14-Jan-36,"American Airlines",NC14274,"Douglas DC-2-120","Goodwin, Arkansas",17,17,0
17-Jan-36,"Lloyd Aereo Boliviano",?,"Junkers JU-52","Near Cordillera, Boliva",13,13,0
21-Jan-36,"Air France",F-AJIR,"CAMS 53","Off Ajaccio, Corsica, France",6,6,0
29-Jan-36,"American Airlines",NC13767,"Vultee V-1","Denton, Texas",6,1,0
10-Feb-36,"Air France",F-ANLE,"Latecoere 301 (flying boat)","Atlantic Ocean",6,6,0
15-Feb-36,"Deutsche Lufthansa",D-ADYS,"Dormier Do-J-Iif Bos Wal","South Atlantic Ocean",4,4,0
05-Mar-36,"China National Aviation Corporation",?,"Ford 5-AT-D Tri-Motor","Near Tengya, China",6,0,0
26-Mar-36,"Compania de Mexico",X-ABCO,"Ford 5-AT-B Tri Motor","Amemeca, Mexico",14,14,0
01-Apr-36,"American Airlines",NC15152,"Stinson Model A","Pavillon, New York",2,2,0
07-Apr-36,"Trans Continental and Western Air",NC13721,"Douglas DC-2-112","Uniontown, Pennsylvania",15,13,0
11-Apr-36,"Pan American Airways",NC1537,"Sikorsky S-42A","Port of Spain, Trinidad",25,3,0
15-Apr-36,"Avio Linee Italiane",I-AAXZ,"OFM F-VIIb/3m","Near Turin, Italy",7,7,0
17-Apr-36,"Deutsche Lufthansa",D-ASOR,"Junkers JU-52","Switzerland",5,3,0
21-Apr-36,"Sabena",OO-AIF,"Fokker F-VII","Senlis, France",2,2,0
30-Apr-36,"Swissair",HB-ITU,"General Aviation GA-43","Basel, Switzerland",2,2,0
16-May-36,"Holyman Airways",VH-UII,"De Havilland DH-60","Mount Waverley, Australia",2,2,0
09-Jun-36,"A B Aerotransport",SE-ABA,"Fokker F-XXII","Malmo, Sweden",15,1,0
13-Jun-36,"Deutsche Lufthansa",D-UPYM,"Junkers JU-160","Hannover, Germany",6,1,0
16-Jun-36,"Den Norske Luftfartskole",LN-DAE,"Junkers JU-52/3m","Mt. Lihesten, Norway",7,7,0
31-Jul-36,"Guernsey Airways",G-ABXW,"Saro Cloud","Off Channel Islands, Jersey",7,7,0
02-Aug-36,"Air France",F-ANBL,"Wibault 280","Mazamet, France",3,3,0
03-Aug-36,"Mexicana",XA-BAY,"Lockheed Orion","Mexico",1,1,0
05-Aug-36,"Chicago Southern Airlines",NC16022,"Lockheed 10B Electra","St. Louis, Missouri",8,8,0
06-Aug-36,"SCADTA",C-40,"Junkers F-13","Choco, Colombia",2,2,0
12-Aug-36,"British Airways",G-ADEB,"De Havilland DH-86","Altenkirchen, Germany",2,2,0
22-Aug-36,"Imperial Airways",G-ABFA,"Short Kent","Mirabella, Greece",11,2,0
05-Sep-36,"Pittsburgh Skyways Inc.",NC117S,"Stinson SM 6000B","Near Pittsburgh, Pennsylvania",11,10,0
25-Sep-36,"Imperial Airways",G-ACOX,"Boulton and Paul P-71","English Channel",2,2,0
28-Sep-36,"Ala Littoria SA",I-RODI,"Cant Z-506 (float plane)","Benghazi, Libya",10,9,0
28-Sep-36,"Varney Air Lines",NC176W,"Lockheed Vega","Walsenberg, Colorado",3,3,0
29-Sep-36,"Blue Bird Air Service",NC959Y,"Lockheed Vega 5C","Napierville, Illinois",4,4,0
06-Oct-36,"Mexicana",XA-BDH,"Lockheed Orion","Mexico",1,1,0
09-Oct-36,"North Sea Aerial and General Transport",G-ABWI,"Blackburn B-2","?",1,1,0
01-Nov-36,"Deutsche Lufthansa",D-APOO,"Junkers JU-52","Near Tabarz, Germany",15,11,0
17-Nov-36,"Deutsche Lufthansa",D-ASUI,"Junkers JU-52/3m","Nurnberg, Germany",16,4,0
19-Nov-36,"British Airways",G-AEOT,"Fokker F-XII","London, England",4,2,0
04-Dec-36,"Deutsche Lufthansa",D-ASIH,"Junkers JU-52/3m","Near Grenoble, France",6,6,0
06-Dec-36,"Deruluft",CCCP-D311,"Antonov AN-9","Near Moscow",14,9,0
07-Dec-36,"Air France",F-AKGF,"Lat‚coŠre 300","Off Dakar, French West Africa",5,5,0
09-Dec-36,"KLM Royal Dutch Airlines",PH-AKL,"Douglas DC-2-115E","Croydon, England",17,15,0
15-Dec-36,"Western Air Express",NC13370,"Boeing 247D","Near Salt Lake City, Utah",7,7,0
18-Dec-36,"Northwest Orient Airlines",NC14935,"Lockheed 10 Electra","Kellogg, Idaho",2,2,0
19-Dec-36,"Eastern Air Lines",NC13732,"Douglas DC-2-112","Near Milford, Pennsylvania",14,14,0
23-Dec-36,"Braniff Airways",NC14905,"Lockheed 10 Electra","Near Dallas, Texas",6,6,0
26-Dec-36,"China National Aviation Corporation",NC14269,"Douglas DC-2","Nanking, China",?,?,
27-Dec-36,"United Air Lines",NC13355,"Boeing 247-D","Newhall, California",12,12,0
11-Jan-37,"Mexicana",X-ABEO,"Lockheed 10E Electra","Near Playa V icente, Veracruz, Mexico",9,9,0
12-Jan-37,"Western Air Express",NC13315,"Boeing 247D","Near Newhall, California",13,5,0
26-Jan-37,"Sabena",OO-AGR,"Sabca S-73","Oran, Algeria",12,12,0
09-Feb-37,"United Air Lines",NC16073,"Douglas DC-3A","Off San Francisco, California",11,11,0
19-Feb-37,"Airlines of Australia",VH-UHH,"Stinson Model A","McPherson Ranges, Queensland, Australia",7,5,0
12-Mar-37,"Deutsche Lufthansa",D-ALIX,"Heinkel He-111V2","Bathurst, Gambia",4,4,0
24-Mar-37,"Imperial Airways",G-ADVA,"Short S-23 (flying boat)","Near Ouroux, France",6,5,0
25-Mar-37,"Trans Continental and Western Air",NC13730,"Douglas DC-2-112","Clifton, Pennsylvania",13,13,0
26-Mar-37,"Deutsche Lufthansa",D-UPOZ,"Junkers JU-52/3m","Wetnum, Germany",6,2,0
06-May-37,"Deutsche Zeppelin Reederei",D-LZ-129,"Zeppelin LZ-129","Lakehurst, New Jersey",97,35,1
20-May-37,"Deutsche Lufthansa",D-UXUV,"Heinkel He-70","Stuttgart, Germany",4,4,0
02-Jun-37,"Linea Aerea Nacional de Chile",?,"Sirkorsky S-43 (flying boat)","Chile",9,9,0
02-Jul-37,"Private - Purdue Reasearch Foundation",NR16020,"Lockheed 10E Electra","Off Lae, New Guinea",2,2,0
28-Jul-37,"KLM Royal Dutch Airlines",PH-ALF,"Douglas DC-2-115L","Hal, Belgium",15,15,0
02-Aug-37,"Ala Littoria",I-SUSA,"Savoia-Marchetti SM73","Wadi Halfa, Sudan",9,9,0
03-Aug-37,"Pan American Grace Airways",NC15065,"Sikorsky S-43","Off Cristobal, Panama",14,14,0
08-Aug-37,"China National Aviation Corporation",NC16930,"Sikorsky S-43","Chilang Point, Bias Bay, China",11,3,0
10-Aug-37,"Eastern Air Lines",NC-13739,"Douglas DC-2","Daytona Beach, Florida",9,4,0
23-Aug-37,"Pan American Grace Airways",NC14298,"Douglas DC-2","San Luis, Argentina",3,3,0
27-Aug-37,"Guinea Airways",VH-URC,"Stinson SR-7 Reliant","Wau, Australia",2,1,0
01-Oct-37,"Imperial Airways",G-ADVC,"Short Empire Flying Boat","Phaleron Bay, Greece",14,2,0
06-Oct-37,"KLM Royal Dutch Airlines",PH-ALS,"Douglas DC-3","Palembang, Netherlands Indies",11,4,0
17-Oct-37,"United Air Lines",NC16074,"Douglas DC-3","Haydens Peak, Wyoming",19,19,0
26-Oct-37,"Air France",F-ALQA,"Dewoitine D-333","Off Western Africa",6,6,0
12-Nov-37,"Deutsche Lufthansa",D-AXAV,"Heinkel He-111","Mannheim, Germany",12,10,0
16-Nov-37,"Sabena",OO-AUB,"Junkers JU-52/3m","Ostende, Belgium",11,11,0
26-Nov-37,"Deutsche Lufthansa",D-AGAV,"Junkers JU-52","Croydon, London",3,3,0
05-Dec-37,"Imperial Airways",G-ADUZ,"Short Empire Flying Boat","Brindisi Harbor, Italy",19,2,0
08-Dec-37,"Air France",F-AOTZ,"Potez 621","Saint Sauveur, France",7,2,0
24-Dec-37,"Air France",F-AMYD,"Wibault 283-T12","Kasperske Hory, Czechoslovakia",3,3,0
04-Jan-38,"Deutsche Lufthansa",D-ABUR,"Junkers JU-52/3m","Frankfurt, Germany",6,6,0
10-Jan-38,"Northwest Orient Airlines",NC-17388,"Lockheed 14H Super Electra","Bozeman, Montana",10,10,0
11-Jan-38,"Pan American World Airways",NC16734,"Sikorsky S-42 (flying boat)","Pago Pago, U.S. Samoa",7,7,0
12-Jan-38,"General Airways",CF-BEI,"Stinson Reliant","North Pine, Ontario, Canada",1,1,0
02-Feb-38,"Military - U.S. Navy / Military - U.S. Navy",04062 / 0463,"Consolidated PBY-2 / Consolidated PBY-2","Off San Clemente Island, California",14,11,0
05-Feb-38,"TsAGI",CCCP-V6,"V6 (airship)","Kandalaksha, Russia",19,13,0
09-Feb-38,"Air France",F-ANPB,"Lior‚-et-Olivier H-242","Marseille, France",12,8,0
09-Feb-38,"Mexicana",XA-BAS,"Lockheed 10 Electra","Guadalupe, Mexico",2,2,0
13-Feb-38,"Ala Littoria SA",I-ORIA,"Cant Z-506","Mediterranean Sea",14,14,0
22-Feb-38,"Deutsche Lufthansa",D-APAR,"Junkers JU.52","Pontoise, France",3,3,0
01-Mar-38,"Trans Continental and Western Air",NC13789,"Douglas DC-2-112","Near Wawona, Cailifornia",9,9,0
07-Mar-38,"Air France",F-ANQR,"Potez 621","Datia, India",7,7,0
08-Mar-38,"Australian National Airways",VH-UNU,"De Havilland DH-60","Somerton, Australia",1,1,0
23-Mar-38,"Air France",F-AQBB,"Dewoitine D-338","Corsavy, France",8,8,0
30-Apr-38,"Ala Littoria",I-BAUS,"Junkers JU-52","Near Formia, Italy",19,19,0
05-May-38,"Lineas A‚reas Mineras",XA-BFR,"Lockheed Vega 5B","Balbuena, Mexico",6,1,0
10-May-38,"United Airways of New Zealand",ZK-AFC,"Lockheed 10 Electra","Mangere, New Zealand",2,2,0
16-May-38,"Northwest Orient Airlines",NC17394,"Lockheed 14-H2 Super Electra","Near Saugus, California",9,9,0
22-May-38,"Cruzeiro do Sul",PP-CBC,"Junkers JU-52/3m","Sao Paulo, Brazil",17,2,0
24-May-38,"United Air Lines",NC18108,"Douglas DST-A-207A","Cleveland, Ohio",10,10,0
27-May-38,"Deutsche Lufthansa",D-ATIO,"Heinkel 116","Germany",3,3,0
27-May-38,"Ginger Coote Airways",CF-AUX,"Fairchild 51","Alberno Canal, BC, Canada",1,1,0
08-Jun-38,"Wilson Airways",VP-KBE,"De Havilland DH-85","Tanganyika",3,3,0
19-Jun-38,"Pan American Grace Airways",NC14272,"Douglas DC-2","Mount Mercedario, Chile",4,4,0
08-Jul-38,"Northwest Orient Airlines",NC17383,"Lockheed 14 Super Electra","Billings, Montana",10,10,0
14-Jul-38,"Ala Littoria",I-VOLO,"Savoia Marchetti S-66","Off Sardinia, Italy",20,20,0
22-Jul-38,"LOT Polish Airlines",SP-BNG,"Lockheed 14H Super Electra","Stulpica, Romania",14,14,0
24-Jul-38,"Military - Colombian Army",?,"Curtiss-Wright Hawk","Near Bogota Colombia",1,1,52
27-Jul-38,"Imperial Airways",G-ABTG,"Armstrong-Withworth Atlanta","Kisumu, Kenya",4,4,0
29-Jul-38,"Pan American World Airways",NC14714,"Martin M-130 (flying boat)","Pacific Ocean between Manila and Guam",15,15,0
10-Aug-38,"Magyar Legiforagalmi",HA-FNC,"Ford Tri-motor F-VIII","Debrecen, Hungary",12,12,0
10-Aug-38,"Dai Nippon",J-ANES,"Douglas DF-151","Shishijima, Japan",6,6,0
12-Aug-38,"Mexicana",X-ABAS,"Lockheed 10E Electra","Near San Andres Tuxtla, VeraCruz, Mexico",11,11,0
13-Aug-38,"CSA Czech Airlines",OK-BAG,"Savoia-Marchetti SM73","Kiel, Germany",17,16,0
15-Aug-38,"Syndicato Condor",PP-CAT,"Junkers JU-52/3m","Guanabara, Brazil",9,9,0
18-Aug-38,"LOT Polish Airlines",SP-BNJ,"Lockheed 14 Electra","Bucharest, Romania",7,7,0
18-Aug-38,"Macchi",I-NILO,"Macchi C-94","Montnago, Italy",15,15,0
24-Aug-38,"Japan Air / Japan Flying School",?,"Unknown / Unknown","Tokyo, Japan",5,5,53
24-Aug-38,"China National Aviation Corporation",32,"Douglas DC-2","Wangmoon, China",17,14,0
29-Aug-38,"North Queensland Airways",VH-UXK,"De Havilland DH-84","Innisfail, Australia",9,5,0
29-Aug-38,"Transcontinental &Western Air",?,"Ford Tri-motor","Near Tucumcari, New Mexico",5,5,0
01-Oct-38,"Deutsche Lufthansa",?,"Dornier DO.18","Off Bathurst, Gambia",4,4,0
01-Oct-38,"Deutsche Lufthansa",D-AVFB,"Junkers JU-52/3m","Grisons, Switzerland",14,14,0
10-Oct-38,"Sabena",OO-AGT,"Savbia-Marchetti S-73P","Soest, Germany",20,20,0
25-Oct-38,"Australian National Airways",VH-UYC,"Douglas DC-2-112","Mt. Dandenong, Australia",18,18,0
02-Nov-38,"British Airways",CF-TCL,"Lockheed 14 Electra","Somerset, England",2,2,0
04-Nov-38,"Jersey Airways",G-ACZN,"de Havilland DH-86","Channel Islands, Jersey",14,14,1
14-Nov-38,"KLM Royal Dutch Airlines",PH-ARY,"Douglas DC-3","Schiphol, Amsterdam",19,6,0
18-Nov-38,"Trans Canada Air Lines",CF-TCL,"Lockheed 14 Electra","Regina, Saskatchewan, Canada",2,2,0
26-Nov-38,"Deutsche Lufthansa",D-AIVI,"Junkers JU90V2","Bathurst, Gambia",15,11,0
27-Nov-38,"Imperial Airways",G-AETW,"Short Empire Flying Boat","Bagdad, Iraq",6,4,0
29-Nov-38,"United Air Lines",NC16066,"Douglas DC 3-A-SB-3-G-14","Off Point Reyes, California",7,5,0
