Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
22-Jan-59,"Air Jordan",JY-ACB,"Convair CV-240-2","Dabouk, Jordan",15,10,0
27-Jan-59,"Air Charter",G-AGRG,"Avro 688","Brindisi, Italy",6,2,0
01-Feb-59,"General Airways",N17314,"Douglas DC-3","Kerrville, Texas",28,3,0
03-Feb-59,"Dwyer Flying Service - Private Charter",N3794N,"Beechcraft Bonanza 35","Mason City, Iowa",4,4,0
03-Feb-59,"American Airlines",N6101A,"Lockheed 188A Electra","La Guardia Airport, New York, NY",73,65,0
17-Feb-59,"Turkish Airlines (THY)",TC-SEV,"Vickers Viscount 794D","Gatwick, Surrey, England",24,14,0
18-Feb-59,"Southern Cross Airways",N68823,"Curtiss C-46A","Belen, Chile",5,5,0
05-Mar-59,"TACA",YS-09C,"Vickers Viscount 763","Managua, Nicaragua",19,15,0
12-Mar-59,"Indian Airlines",VT-CYH,"Douglas C-47A","Tobu, India",7,5,0
13-Mar-59,"Aviaco",EC-ADH,"Bristol 170 Freighter 21E","Mahon, Spain",18,1,0
29-Mar-59,"Union Aeromaritime de Transport",F-BGZB,"Nord 2501 Noratlas","Near Bangui, Central African Republic",9,9,0
29-Mar-59,"Indian Airlines",VT-CGI,"Douglas DC-3","Near Silchar, India",24,24,0
30-Mar-59,"Riddle Airlines",N7840B,"Curtiss C-46A","Alma, Georgia",2,2,0
17-Apr-59,"Tigres Voladores",XA-MIS,"Curtiss C-46F-1-CU","Puerto Kino, Mexico",26,26,0
23-Apr-59,"Air Charter",G-AGRH,"Avro 688 Super Trader","Van, Turkey",12,12,0
29-Apr-59,"Iberia Airlines",EC-ABC,"Douglas DC-3","Valdemeca, Spain",28,28,0
02-May-59,"Austria-Flugdienst",OE-FDA,"Douglas DC-3","Mallorca, Spain",5,5,0
12-May-59,"Capital Airlines",N7463,"Vickers Viscount 745D","Chase, Maryland",31,31,0
12-May-59,"Capital Airlines",N2735A,"Lockheed C-69 Constellation","Charleston, West Virginia",44,2,0
13-May-59,"Transportes Aereos Peruanos",OB-WBP-507,"Curtiss C-46A","Near Toumavista, Peru",12,12,0
15-May-59,"Aerolineas Argentinas",LV-AFW,"Douglas DC-3","Off Mar del Plata, Aregntina",10,10,0
21-May-59,"Lineas A‚reas Interpolar",CC-CIA-497,"Curtiss C-46A-50-CU","Moro, Peru",8,8,0
01-Jun-59,"Aerolineas Nacionales",TI-1020,"Curtiss C-46","Nicaragua",60,60,0
05-Jun-59,"Militiary - US Air Force",?,"Boeing RC-135E","Near Sheyma, Alaska",19,19,0
23-Jun-59,"AVIANCA",HK-135,"Douglas DC-4","Cerros Baco, Peru",14,14,0
26-Jun-59,"Trans World Airlines",N7313C,"Lockheed 1649A Starliner","Near Varese, Lombardia, 20 miles NW of Milan, Italy",68,68,0
30-Jun-59,"Military - U.S. Air Force",55-3633A,"North American F-100D-25NA","Ishikawa City, Ryukyu Island, Okinawa",1,0,17
03-Aug-59,"Kalinga Airlines",VT-DGP,"Douglas DC-3","Sagone, India",6,6,0
14-Aug-59,"Pakistan International Airlines",AP-AJE,"Vickers 815 Viscount","Karachi, Pakistan",3,2,0
15-Aug-59,"American Airlines",N7514A,"Boeing 707-123","Calverton, New York",5,5,0
19-Aug-59,"Transair",G-AMZD,"Douglas DC-3","Near Barcelona, Spain",32,32,0
27-Aug-59,"Aerolineas Argentinas",LV-AHP,"de Havilland DH-106 Comet 4","Near Asuncion, Paraguay",50,2,0
02-Sep-59,"Aaxico Airlines",N5140B,"Curtiss C-46A","Abilene, Texas",2,2,0
08-Sep-59,"Mexicana",?,"Douglas DC-3","Poza Rica, Mexico",16,1,0
12-Sep-59,"Pan American World Airways",N88900,"Douglas DC-4","Near Tegucigalpa, Honduras",3,3,0
23-Sep-59,"VASP",PP-SQV,"Saab Scandia 90A-1","Sao Paulo, Brazil",20,20,0
24-Sep-59,"Reeve Aleutian Airlines",N63396,"Douglas C-54B","Great Sitkin Island, Alaska",16,16,0
24-Sep-59,"T.A. Intercontinentaux (France)",F-BIAP,"Douglas DC-7C","Bordeaux, France",65,54,0
29-Sep-59,"Braniff Airlines",N9705C,"Lockheed 188A Electra","Buffalo, Texas",34,34,0
06-Oct-59,"Kappel-Van Eyck Airways",?,"Aero Commander AC 520","Paloemeu, Suriname",2,2,0
23-Oct-59,"Aeroflot",CCCP-41806,"Ilyushin IL-14P","Near Moscow, Russia",28,28,0
26-Oct-59,"Pacific Air Lines",N67589,"Douglas C-47A-DL","Santa Maria, California",19,1,1
29-Oct-59,"Olympic Airways",SX-BAD,"Douglas DC-3","Athens, Greece",18,18,0
30-Oct-59,"Piedmont Airlines",N55V,"Douglas DC-3","Waynesborough, Virginia",27,26,0
04-Nov-59,"Wheeler Airlines",CF-ILI,"Douglas C-54A","St. Cleophas, Quebec, Canada",5,5,0
16-Nov-59,"Aeroflot",CCCP-11167,"Antonov AN-10","Lvov, Ukraine, USSR",40,40,0
16-Nov-59,"National Airlines",N4891C,"Douglas DC-7B","Gulf of Mexico",42,42,0
21-Nov-59,"Ariana Afghan Airlines",YA-BAG,"Douglas DC-4","Beirut, Lebanon",27,24,0
24-Nov-59,"Trans World Airlines",N102R,"Lockheed L-1049H Super Constellation","Chicago, Illinois",3,3,8
01-Dec-59,"Allegheny Airlines",N174A,"Martin 202","Willamsport, Pennsylvania",26,25,0
08-Dec-59,"Sociedad Aeronautica Medellin",HK-515,"Curtiss C-46A","Off Cartagena, Colombia",45,45,0
13-Dec-59,"Aeroflot",CCCP-91577,"Ilyushin IL-18","Near Tashkent, Uzbekistan, USSR",29,29,0
17-Dec-59,"California Aircraft",N64T,"Consolidated PBY-5A Catalina","Ketchikan, Alaska",3,3,0
21-Dec-59,"Alitalia",I-LIZT,"Vickers 785D Viscount","Rome, Italy",2,2,0
22-Dec-59,"VASP",PP-SRG,"Vickers Viscount 827 / Fokker AT-6","Rio de Janeiro, Brazil",32,32,10
24-Dec-59,"Garuda Indonesia Airlines",PK-GDV,"Douglas C-47A","Palembang, Indonesia",2,1,0
31-Dec-59,"Lloyd Aereo Boliviano",CP-584,"Douglas DC-3","Near San Jose de Chiquitos, Bolivia",11,11,0
03-Jan-60,"Indian Airlines",VT-CGG,"Douglas C-47A","Taksing, India",9,9,0
06-Jan-60,"National Airlines",N8225H,"Douglas DC-6B","Wilmington/Bolivia, North Carolina",34,34,0
10-Jan-60,"Military - U.S. Army",55-2974,"de Havilland Canada U-1A Otter","Gulf of Sirte",10,10,0
18-Jan-60,"Capital Airlines",N7462,"Vickers Viscount 745D","Charles City, Virginia",50,50,0
19-Jan-60,"Scandinavian Airlines (SAS)",OY-KRB,"Sud Aviation Caravelle 1","Ankara, Turkey",42,42,0
21-Jan-60,"AVIANCA",HK-177,"Lockheed 1049E Super Constellation","Montego Bay, Jamacia",46,37,0
26-Jan-60,"Transportes A‚reos de Timor",CR-TAI,"de Havilland DH-114 Heron 2D","Off Bathurst Island, Australia",9,9,0
05-Feb-60,"Lloyd Aereo Boliviano",CP-609,"Douglas DC-4","Laguna de Huana-Costa, Bolivia",59,59,0
26-Feb-60,"Aeroflot",CCCP-11180,"Antonov 10A","Lvov-Snilow, Ukraine",33,32,0
26-Feb-60,"REAL / Military - U.S. Navy",PP-AXD/131582,"Douglas DC-3 / USN R-6D-1","Rio de Janeiro, Brazil",61,61,0
26-Feb-60,"Alitalia",I-DUVO,"Douglas DC-7C","Shannon, Ireland",52,34,0
26-Feb-60,"Aeroflot",CCCP-11180,"Antonov AN-10","Lvov, Ukraine, USSR",32,32,0
15-Mar-60,"Agencia Interamericana de Aviada",HK-1001E,"Consolidated PBY-5A Catalina","El Refugio, Colombia",13,6,0
16-Mar-60,"All Nippon Airways",JA-5018,"Douglas DC-3","Nagoya, Japan",33,3,0
17-Mar-60,"Northwest Orient Airlines",N121US,"Lockheed 188C Electra","Near Cannelton, 10 mile SE of Tell City, Indiana",63,63,0
19-Mar-60,"SAMSA",HK-516,"Curtiss C-46","Cordoba, Colombia",46,25,0
05-Apr-60,"Lanica",AN-AIN,"Curtiss C-46A-40-CU","Siuna, Nicaragua",18,2,0
12-Apr-60,"Cruzeiro",PP-CDS,"Douglas DC-3","Pelotas, Brazil",22,10,0
14-Apr-60,"Military - Royal Thai Air Force",?,"Douglas DC-4","Taipei,Taiwan",18,18,0
18-Apr-60,"Military - U.S. Air Force",52-1062,"Douglas C-124C Globemaster","Stephenville, Newfoundland",9,9,0
19-Apr-60,"Lloyd Aereo Colombiano",HK-390,"Curtiss C-46","Bogota, Colombia",51,37,0
20-Apr-60,"Piedmont Airlines / Private",N2704R/N1807H,"Fairchild F-27 / Cessna 310","Hickory, North Carolina",44,4,0
22-Apr-60,"Sobelair SA (Belgium)",OO-SBL,"Douglas C-54B","Bunia, Belgian Congo",35,35,0
28-Apr-60,"Linea Aeropostal Venezolana",YV-C-AFE,"Douglas DC-3","Near Calabozo, Venezuela",13,13,0
15-May-60,"Balair",HB-ILA,"Douglas DC-4-1009","Jebel Marra, Sudan",12,12,0
18-May-60,"Transamerican Air Transport",LV-GGJ,"Curtiss C-46","El Sosneado, Argentina",10,10,0
23-May-60,"Delta Air Lines",N8804E,"Convair CV-880","Atlanta, Georgia",4,4,0
10-Jun-60,"Trans Australia Airlines",VH-TFB,"Fokker F-27 Friendship 100","Off Mackay, Qld. Australia",29,29,0
10-Jun-60,"Aeroflot",CCCP-91571,"Ilyushin IL-14P","Nea Tkvarcheli, Georgia",31,31,0
14-Jun-60,"Pacific Northern Airlines",N1554V,"Lockheed 749A-79-32 Constellation","Mt. Gilbert, Alaska",14,14,0
24-Jun-60,"REAL",PP-YRB,"Convair CV-340-62","Rio de Janeiro, Brazil",54,54,0
06-Jul-60,"Military - U.S. Navy",144242,"Goodyear ZPG-3W (airship)","Off Barnegat City, New Jersey",21,18,0
10-Jul-60,"Gulf Aviation (Kalinga Airways)",VT-DGS,"Douglas DC-3","Persian Gulf",16,16,0
11-Jul-60,"Military - U.S. Misson",45-1109A,"Douglas C-47B-DK","Near Quito, Ecuador",18,18,0
14-Jul-60,"Northwest Orient Airlines",N292,"Douglas DC-7C","Off Manila, Philippines",58,1,0
15-Jul-60,"Ethiopian Airlines",ET-T-18,"Douglas DC-3","Near Jima, Ethiopia",11,1,0
19-Jul-60,"Military - Royal Belgian Air Force",CP-36,"Fairchild C-119G","Near Goma, Zaire",41,37,0
20-Jul-60,"Aeroflot",CCCP-61696,"Ilushin IL-14","Near Syktyvkar, Russia",23,23,0
27-Jul-60,"Chicago Helicopter Airways",N879,"Sikorsky S-58C helicopter","Forest Park, Illinois",13,13,0
31-Jul-60,"Deutsche Flugdienst",D-BELU,"Convair CV-240-4","Near Rimini, Italy",34,1,0
01-Aug-60,"TAM (Bolivia)",TAM-09,"Douglas C-47","Near Tipuani, Bolivia",6,6,0
17-Aug-60,"Aeroflot",CCCP 75705,"Ilyushin IL-18","Kiev, Ukraine, USSR",35,35,0
17-Aug-60,"Military - French Naval Aviation",WU-26,"Avro Lancaster 1","Near El Kelaa, Morocco",20,20,0
17-Aug-60,"Aeroflot",CCCP-75705,"Ilyushin IL-18B","Near Kiev, Ukraine",34,34,0
24-Aug-60,"Don Everall Aviation",G-AMNK,"Vickers 634 Viking 1B","Off Heraklion, Greece",3,3,0
29-Aug-60,"Air France",F-BHBC,"Lockheed 1049G Super Constellation","Off Dakar, Senegal",63,63,0
02-Sep-60,"Aeroflot",CCCP-04200,"Ilyushin IL-14P","Near Zikhnovo, Russia",18,18,0
07-Sep-60,"Aerolineas Argentinas",LV-ADS,"Douglas DC-6","Near Salto, Uruguay",31,31,0
19-Sep-60,"World Airways",N90779,"Douglas DC-6AB","Agana, Guam, Mariana Islands",94,80,0
22-Sep-60,"Military - U.S. Marine Corps",56541,"Douglas R5D-3","Off Naha, Okinawa",29,29,0
26-Sep-60,"Austrian Airlines",OE-LAF,"Vickers Viscount 837","Moscow, Russia",37,31,0
28-Sep-60,"Mexicana",XA-HUS,"Douglas DC-3 (C-53-DO)","Near Juchetipec, Mexico",18,8,0
29-Sep-60,"United Arab Airlines",SU-AKW,"Vickers Viscount 739B","Off Elba, Italy",21,21,0
04-Oct-60,"Eastern Air Lines",N5533,"Lockheed 188A Electra","Boston, Massachusetts",72,62,0
14-Oct-60,"Itavia",I-AOMA,"de Havilland DH-114 Heron 2","Elba, Italy",11,11,0
15-Oct-60,"Capitol Airways",N1300N,"Curtiss C-46F","Plain City, Utah",2,2,0
21-Oct-60,"Aeroflot",CCCP-42452,"Tupolev Tu-104A","Ust-Orda, Russia",3,3,0
28-Oct-60,"Northwest Orient Airlines",N48762,"Douglas C-54A-DC","Near Missoula, Montana",12,12,0
29-Oct-60,"Cubana de Aviacion",?,"Douglas DC-3","Key West, Florida",37,1,0
29-Oct-60,"Arctic Pacific",N1244N,"Curtiss C-46F-1-CU","Toledo, Ohio",48,22,0
05-Nov-60,"Royal Nepal Airlines",9N-AAD,"Douglas C-47A","Bhairawa, Nepal",4,4,0
07-Nov-60,"AREA",HC-ADV,"Fairchild F-27A","Near Quito, Ecuador",37,37,0
23-Nov-60,"Philippine Air Lines",PI-C133,"Douglas DC-3","Manila, Philippines",33,33,0
04-Dec-60,"Aeroflot",CCCP-52091,"Ilyushin 14M","Chernovo, Russia",14,14,0
07-Dec-60,"REAL",PP-AKF,"Curtiss C-46A-60-CK","Cachimbo, Brazil",15,15,0
11-Dec-60,"Military - Argentine Air Force",T-102,"Avro 691 Lancastrian IV","San Andres de Giles, Argentina",31,31,0
16-Dec-60,"United Air Lines / Trans World Airlines",N8013U/N6907C,"MD DC-8-11 / Lockheed 1049 S Const","Staten Island / Brooklyn, New York",128,128,6
17-Dec-60,"Military - U.S. Air Force",55-291,"Convair C-131D (CV-340-79)","Munich, West Germany",20,20,31
22-Dec-60,"Philippine Air Lines",PI-C126,"Douglas DC-3","Cebu City, Philippines",37,28,0
26-Dec-60,"Aeroflot",CCCP-75651,"Ilyushin IL-18A","Near Ulyanovsk, Russia",17,17,0
02-Jan-61,"Ceskoslovenske Aerolinie",OK-MCZ,"Avia 14","Ruzyne, Czechoslovakia",10,10,0
03-Jan-61,"Finnair",OH-LCC,"Douglas DC-3","Koivulahti, Finland",25,25,0
19-Jan-61,"Aeronaves de Mexico",XA-XAX,"McDonnell Douglas DC-8-21","New York, New York (Idlewild)",106,4,0
22-Jan-61,"Military - U.S. Navy",BU143193,"Lockheed WV-2 Super Constellation","Midway Island Naval Air Station",22,6,3
24-Jan-61,"Garuda Indonesia Airlines",PK-GDI,"Douglas DC-3","Mt. Burangrang, Indonesia",21,21,0
26-Jan-61,"Military - U.S. Air Force",51-17626,"Douglas C-118A","Off Argentia, Azores",23,23,0
28-Jan-61,"American Airlines",N7502A,"Boeing 707-123","Off Montauk Point, New York",6,6,0
03-Feb-61,"Garuda Indonesia Airlines",PK-GDY,"Douglas DC-3","Off Surabaya, Indonesia",26,26,0
15-Feb-61,"Sabena",OO-SJB,"Boeing B-707-320","Near Brussels, Belgium",72,72,1
09-Mar-61,"Linea Aeropostal Venezolana",YV-C-AZQ,"Douglas DC-3","Near Caracas, Venezuela",12,12,0
25-Mar-61,"Military - Brazilian Air Force",C-47-2055,"Douglas C-47DL","Near Natal, Brazil",28,23,0
28-Mar-61,"Ceskoslovenske Aerolinie",OK-OAD,"Ilyushin IL-18","Forcheim, Germany",52,52,0
03-Apr-61,"LAN",CC-CLD-P210,"Douglas DC-3","Llico, Chile",24,24,0
18-Apr-61,"Military - US Air Force",43-49014,"C-47(DC-3)","Mount Parker, Hong Kong",15,14,0
10-May-61,"Air France",F-BHBM,"Lockheed 1649A Starliner","Ghadames, Algeria",78,78,0
24-May-61,"Military - U.S. Air Force",51-0174,"Douglas C-124A-DL","Near Tacoma, Washington",22,22,0
29-May-61,"Military - Royal Air Force",WD497,"Handley Page Hastings C-2","Singapore",13,13,0
30-May-61,"KLM Royal Dutch Airlines",PH-DCL,"McDonnell Douglas DC-8-53","Near Lisbon, Portugal",61,61,0
12-Jun-61,"KLM Royal Dutch Airlines",PH-LLM,"Lockheed L-188C Electra","Cairo, Egypt",36,20,0
13-Jun-61,"Air Cameroon",?,"Douglas DC-4","Douala, Cameroon",5,5,0
17-Jun-61,"Continentale Deutsche Luftreederei",D-ABEB,"Douglas C-54B-1-DC","Near Kano, Nigeria",7,1,0
30-Jun-61,"Transcontinental",LV-FTO,"Curtiss C-46A","Buenos Aires, Argentina",35,24,0
08-Jul-61,"Aeroflot",CCCP-41848,"Ilyushin IL-14P","Sverdlovsk, Russia",26,9,0
10-Jul-61,"Aeroflot",CCCP-42447,"Tupolev TU-104B","Odessa, Ukraine, USSR",85,1,0
11-Jul-61,"United Air Lines",N8040U,"McDonnell Douglas DC-8-12","Denver, Colorado",122,17,1
12-Jul-61,"Ceskoslovenske Aerolinie",OK-PAF,"Ilyushin IL-18B","Casablanca, Morocco",72,72,0
19-Jul-61,"Aerolineas Argentinas",LV-ADW,"Douglas DC-6","Near Azul, Argentina",67,67,0
21-Jul-61,"Alaska Airlines",N6118C,"Douglas DC-6A","Shemya, Alaska",6,6,0
06-Aug-61,"Malev Hungarian Airlines",HA-TSA,"Douglas DC-3","Budapest, Hungary",27,27,3
09-Aug-61,"Cunard Eagle Airways",G-AHPM,"Vickers Viking 3B","Sola, Norway",39,39,0
13-Aug-61,"Air America",B-136,"Curtiss C-46F","Near Pha Khao, Laos",6,6,0
29-Aug-61,"Eastern Provincial Airways",CF-MEX,"de Havilland Canada DHC-3 Otter","Sondrestr”mfjord, Greenland",6,1,0
01-Sep-61,"Trans World Airlines",N86511,"Lockheed 049 Constellation","Near Hinsdale, Illinois",78,78,0
05-Sep-61,"Ethiopian Airlines",ET-T-16,"Douglas DC-3","Near Sendafar, Ethiopia",19,5,0
06-Sep-61,"Lineas A‚reas Costarricenses",TI-1006C,"Douglas DC-3","Cerro del Aernal, Costa Rica",2,2,0
10-Sep-61,"President Airlines",N90773,"Douglas DC-6B","Shannon, Ireland",83,83,0
12-Sep-61,"Air France",F-BJTB,"Sud-Aviation Caravelle III","Near Rabat, Morocco",77,77,0
17-Sep-61,"Northwest Orient Airlines",N137US,"Lockheed 188C Electra","Chicago, Illinois",37,37,0
17-Sep-61,"Transair Sweden",SE-BDY,"Douglas DC-6B","Ndola, Zambia",16,16,0
23-Sep-61,"Turkish Airlines (THY)",TC-TAY,"Fokker F-27 Friendship 100","Ankara, Turkey",29,28,0
07-Oct-61,"Derby Aviation",G-AMSW,"Douglas DC-3","Mt. Canigou, France",34,34,0
10-Oct-61,"Military - Royal Air Force",WD498,"Handley Page Hastings C-2","El Adem, Libya",37,17,0
01-Nov-61,"Bristol 170 Freighter 31M",G-ANWL,"Silver City Airways","Les Prevosts, Guernsey",10,2,0
01-Nov-61,"Panair do Brasil",PP-PDO,"Douglas DC-7C","Near Recife, Brazil",88,45,0
08-Nov-61,"Imperial Airways",N2737A,"Lockheed C-69 Constellation","Near Richmond, Virginia",79,76,0
11-Nov-61,"Air Haiti International",HH-ABA,"Lockheed L-749A Constellation","Off Puerto Rico",3,3,0
21-Nov-61,"Bay of Plenty Airways",ZK-BWA,"Aero Commander 680F","Mt Ruapehu, North Island, New Zealand",6,6,0
23-Nov-61,"Military - For‡a A‚rea Portuguesa",?,"Douglas C-54 Skymaster","Sao Tom‚",35,21,0
23-Nov-61,"Aerolineas Argentinas",LV-AHR,"de Havilland Comet 4","Campinas, Brazil",52,52,0
30-Nov-61,"Ansett ANA",VH-TVC,"Vickers Viscount 720","Sydney, NSW, Australia",15,15,0
04-Dec-61,"Lufthansa",D-ABOK,"Boeing 720-030B","Mainz, Germany",3,3,0
12-Dec-61,"Military - Belgian Air Force",CP-23 / CP-25,"Fairchild C-119G / Fairchild C-119","Chievres, Belgium",13,13,8
15-Dec-61,"Lanica",AN-AOE,"Curtiss C-46","Managua, Nicaragua",2,2,0
17-Dec-61,"Aeroflot",CCCP-75654,"Ilyushin IL-18B","Near Chebotovka, Russia",59,59,0
21-Dec-61,"British European Airways",G-ARJM,"de Havilland Comet 4B","Ankara, Turkey",34,27,0
24-Dec-61,"Kodiak Airways",N1503V,"Grumman G-21A Goose","Old Harbor, Kodiak Island, Alaska",5,1,0
29-Dec-61,"Garuda Indonesia Airlines",PK-GDZ,"Douglas DC-3","Surabaya, Indonesia",14,14,0
31-Dec-61,"Aeroflot",CCCP-75757,"Ilyushin IL-18B","Near Mineral Waters, Russia",119,32,0
13-Jan-62,"Ethiopian Airlines",ET-T-1,"Douglas DC-3","Near Tippi, Ethiopia",18,5,1
22-Jan-62,"Corporacion Boliviano de Fomento",CP-541,"Curtiss C-46D","Caranavi ,Bolivia",6,6,0
27-Jan-62,"Aeroflot",CCCP-11148,"Antonov AN-10A","Batataevka, USSR",14,13,0
04-Feb-62,"Faucett",OB-PBH-530,"Douglas DC-3","Near Tino Maria, Peru",18,18,0
25-Feb-62,"Avensa",YV-C-EVH,"Fairchild F-27","Portlamar, Margarita Island, Venezuela",23,23,0
25-Feb-62,"Avianca",HK-502,"Douglas C-47A","Municipio de Marulanda, Colombia",2,2,0
01-Mar-62,"American Airlines",N7506A,"Boeing B-707-123B","Jamaica Bay, New York, New York",95,95,0
04-Mar-62,"Caledonian Airways",G-ARUD,"Douglas DC-7C","Douala, Cameroon",111,111,0
06-Mar-62,"South African Airways",ZS-DJC,"Douglas DC-3","Near Seymour, South Africa",7,2,0
08-Mar-62,"Turkish Airlines (THY)",TC-KOP,"Fairchild F-27","Mt. Medetsiz, Turkey",11,11,0
08-Mar-62,"Societa Aerea Mediterranea",I-DIMO,"Douglas DC-6B","Rome, Italy",5,5,0
08-Mar-62,"Military - U.S. Air Force",55-0020,"Lockheed C-130A Hercules","Near Alencon, France",15,15,0
15-Mar-62,"Flying Tiger Line",N6921C,"Lockheed 1049H Super Constellation","Western Pacific Ocean, Philippine Sea",107,107,0
15-Mar-62,"Flying Tiger Line",N6911C,"Lockheed 1049H Super Constellation","Adak, Alaska",7,1,0
20-Mar-62,"Military - French Air Force",204,"Nord 2501 Noratlas","Algeria",11,11,0
27-Mar-62,"Cubana de Aviacion",CU-T819,"Ilyushin IL-14","Santiago de Cuba, Cuba",22,22,0
06-Apr-62,"Military - Colombian Air Force",FAC-563,"Douglas C-47","Near Villavicencio, Colombia",31,31,0
19-Apr-62,"Military - U.S. Air Force",?,"Douglas C-47","Near Hong Kong",16,15,0
22-Apr-62,"AVISPA",HK-524,"Douglas C-47A-1","Serrania del Baudo, Colombia",40,40,0
06-May-62,"Channel Airways",G-AGZB,"Douglas C-47A","St. Boniface Down, England",18,12,0
08-May-62,"Military - Union of Burma Air Force",UB-BG-707,"Douglas C-47","Near Mong Pa Liao, Burma",32,32,0
09-May-62,"Cruzeiro",PP-CEZ,"Convair CV-240-0","Vitoria, Brazil",25,23,0
12-May-62,"East Provincial Airways",CF-IHA,"Consolidated Catalina","Godthaab, Greenland",21,15,0
15-May-62,"United Arab Airlines",SU-AJM,"Douglas DC-3","Near Cairo, Egypt",3,3,0
17-May-62,"Military - U.S. Air Force",56-0546,"Lockheed C-130A Hercules","Near Nairobi, Kenya",13,13,0
22-May-62,"Continental Airlines",N70775,"Boeing B-707-124","Near Unionville, Missouri",45,45,0
22-May-62,"Military - U.S. Navy",131390,"Lockheed C121J","Near Markt Schwaben, West Germany",26,26,0
24-May-62,"Aeroflot",CCCP-54997,"Li-2","Bitter, Russia",21,20,0
03-Jun-62,"Air France",F-BHSM,"Boeing B-707-328","Villeneuve-le-Roi, Val-de-Marne, France",132,130,0
04-Jun-62,"Aeroflot",CCCP-42491,"Tupolev Tu-104B","Sofia, Bulgaria",5,5,0
22-Jun-62,"Air France",F-BHST,"Boeing B-707-328","Basse-Terre, Guadaloupe, West Indies",112,112,0
28-Jun-62,"Aeroflot",CCCP11186,"Antonov AN-10A","Near Adler, Russia",81,81,0
30-Jun-62,"Aeroflot",CCCP-42370,"Tupolev TU-104A","Near Krasnoyarsk, USSR",84,84,0
06-Jul-62,"Aeroflot",CCCP-91554,"Ilyushin IL-14","Near Tashkent, Uzbekistan, USSR",38,11,0
07-Jul-62,"Alitalia",I-DIWD,"McDonnell Douglas DC-8-43","Near Junnar, Maharashtra, India",94,94,0
09-Jul-62,"Trans Mediterranean Airways",OD-AEC,"Douglas DC-4","Off Brindisi, Italy",6,6,0
15-Jul-62,"Indian Airlines",VT-AUS,"Douglas C-47A","Near Lahore, Pakistan",3,1,0
16-Jul-62,"Kalinga Airlines",VT-DFZ,"Douglas C-47","Near Loheshyphn, India",9,9,0
19-Jul-62,"United Arab Airlines",SU-AMW,"de Havilland Comet 4C","Near Bangkok, Thailand",26,26,0
22-Jul-62,"Canadian Pacific Air Lines",CF-CZB,"Bristol Britannia 314","Honolulu, Hawaii",40,27,0
28-Jul-62,"Aeroflot",CCCP-11186,"Antonov An-10A","Sochi, Russia",81,81,0
30-Jul-62,"Air France",F-BAOE,"Douglas DC-3","Coulommiers, France",8,4,0
01-Aug-62,"Royal Nepal Airlines",9N-AAH,"Douglas DC-3","Near Kathmandu, Nepal",10,10,0
20-Aug-62,"Panair do Brazil",PP-PDT,"McDonnell Douglas DC-8-33","Rio de Janeiro, Brazil",105,15,0
23-Aug-62,"Taxader Airlines",HK-794,"Douglas DC-3","Barrancabermeja, Colombia",32,20,0
24-Aug-62,"Faucett",OB-PBN-659,"Douglas DC-3","Cerro Puena Paz, Peru",9,9,0
03-Sep-62,"Aeroflot",CCCP-42366,"Tupolev TU-104A","Near Khabarovsk, USSR",86,86,0
03-Sep-62,"Military - Japan Maritime Self Defense Force",KA-4628,"Lockheed P2V-7","Yanoyaki, Japan",12,12,1
04-Sep-62,"Private - Ashland Oil Company",N1000F,"Lockheed 18 Lodestar","Near Lake Milton, Ohio",13,13,0
10-Sep-62,"Aerolineas Abaroa",CP-710,"Douglas C-47A","Near Alcoche, Bolivia",4,4,0
10-Sep-62,"Military - U.S. Air Force",60-0352,"Boeing KC-135A","Near Milan, Washington",44,44,0
10-Sep-62,"Ceskoslovenske Aerolinie",OK-MCT,"Avia 14","Brno, Czechoslovakia",34,11,0
18-Sep-62,"Aeroflot",CCCP-61628,"Aeroflot","Yakut, Russia",32,32,0
21-Sep-62,"Kalinga Airlines",VT-DGX,"Douglas C-47A","Sela Pass, India",8,8,0
23-Sep-62,"Flying Tiger Line",N6923C,"Lockheed 1049H-82 Super Constellation","North Atlantic Ocean",76,28,0
10-Oct-62,"Czechoslovak Airlinex",?,"Ilushin Il-14","Brno, Czechoslovakia",?,11,
10-Oct-62,"Trans Canada Air Lines",CF-THA,"Vickers 757 Viscount","Bagotville, Quebec, Canada",19,2,0
12-Oct-62,"Iberia Airlines",EC-ATB,"Convair CV-440 -62","Near Carmona, Spain",18,18,0
12-Oct-62,"Philippine Air Lines",PI-C503,"Fokker F-27 Friendship 100","Manila, Philippines",3,3,0
19-Oct-62,"Allegheny Airlines",N8415N,"Convair CV-340/440","Windsor Locks, Connecticut",52,1,0
25-Oct-62,"Aeroflot",CCCP-42495,"Tupolev TU-104B","Near Moscow, Russia",11,11,0
10-Nov-62,"Air Vietnam (South Vietnam)",XV-NID,"Douglas DC-3","Near Tourane, South Vietnam",27,27,0
19-Nov-62,"All Nippon Airways",JA8202,"Vickers 828 Viscount","Near Nagoya, Japan",4,4,0
23-Nov-62,"United Air Lines",N7430,"Vickers Viscount 745D","Ellicott City, Maryland",18,18,0
23-Nov-62,"Malev Hungarian Airlines",HA-MOD,"Ilyushin IL-18D","Le Bourget, France",21,21,0
23-Nov-62,"Military - Portuguese Air Force",7502,"Douglas C-54D","Sao Tom‚ & Principe",37,23,0
